PSN,PresBlue,PresRed,SenBlue,SenRed,CongD2011,CongD2021,SenD2011,SenD2021,HouseD2011,HouseD2021,OBJECTID,PName,PCode,County,Pop2010,Pct_Area,Pct_Perim,CountyName,Reg_Voters,PresOther,SenOther,Shape_Length,Shape_Area,Pop2020
1636,330,116,338,102,5,3,18,17,40,40,1706,OAKLAND,031,071,754,1.619234264,10.65248723,NEWBERRY,842,3,7,34949.03518,17429292.56,1661
1637,32,79,32,79,5,3,18,17,40,42,1720,PEAK,034,071,853,11.13422764,14.73052605,NEWBERRY,137,1,1,48328.4009,119847828.8,157
1638,128,357,134,352,5,3,18,17,40,42,1719,POMARIA,035,071,1535,57.45309789,36.40456826,NEWBERRY,650,8,9,119437.321,618419998.8,817
1639,552,808,576,785,5,3,18,17,40,40,1829,PROSPERITY OUTSIDE/PROSPERITY CITY,051,071,3569,60.3650803,64.5198159,NEWBERRY,2003,23,25,129734.6808,705491326.7,2731
1640,198,386,201,377,3,3,18,17,40,14,1698,SILVERSTREET,039,071,486,112.2233405,49.69619042,NEWBERRY,789,3,7,163044.9181,1207961984,1027
1641,285,547,289,540,5,3,18,17,40,42,1718,ST. PHILLIPS-JOLLY STREET,042,071,604,62.48643487,39.04717803,NEWBERRY,1083,8,9,128107.2833,672598387.2,1504
1642,111,549,110,547,3,3,18,17,40,40,1700,STONEY HILL,040,071,1808,48.47022475,32.07702529,NEWBERRY,810,11,12,105239.3738,521729157,1083
1643,60,342,67,335,5,3,18,17,40,42,1717,WHEELAND,048,071,1939,19.25317732,24.58910532,NEWBERRY,510,6,4,80672.75636,207239476,649
1644,373,840,386,801,5,3,18,17,40,14,1713,WHITMIRE OUTSIDE/WHITMIRE CITY,050,071,2385,190.2486763,79.26299769,NEWBERRY,1720,20,46,236176.7374,2076822763,2547
1645,360,1021,358,1025,3,3,1,1,2,2,2242,BOUNTYLAND,011,073,2501,17.76500068,21.08560362,OCONEE,1985,15,11,69178.3512,191220875.9,2717
1646,87,582,98,570,3,3,1,1,2,2,2250,EARLES GROVE,002,073,1194,43.20201991,29.4195062,OCONEE,883,8,9,96520.49658,465022672.1,1433
1647,136,711,145,696,3,3,1,1,2,2,2249,FAIR PLAY,004,073,1790,39.34057051,29.91373553,OCONEE,1084,10,16,98141.98063,423458376.7,1314
1648,348,1121,366,1092,3,3,1,1,2,2,2262,FRIENDSHIP,005,073,2326,51.51056396,42.29363628,OCONEE,2204,26,31,138758.3717,554455096,3195
1649,18,263,18,259,3,3,1,1,1,1,2238,HOLLY SPRINGS,006,073,958,48.37907888,46.24549024,OCONEE,386,2,6,151723.7459,520748071.1,652
1650,350,1376,343,1371,3,3,1,1,1,1,2261,KEOWEE,007,073,2984,44.01543312,40.10918839,OCONEE,2183,12,25,131591.5622,473778179,2771
1651,119,203,118,201,3,3,1,1,1,1,2233,LONG CREEK,008,073,1870,160.3221444,90.16282079,OCONEE,446,6,7,295809.1879,1725693200,628
1652,49,448,57,427,3,3,1,1,1,1,2237,MADISON,010,073,2839,83.74049174,51.12457047,OCONEE,684,4,17,167731.195,901375151.3,923
1653,181,610,178,606,3,3,1,1,1,1,2234,MOUNTAIN REST,009,073,697,169.2320762,108.5268632,OCONEE,1022,5,9,356058.5503,1821598908,1326
1654,471,1709,464,1733,3,3,1,1,2,1,2240,NEW HOPE,018,073,2393,53.01829187,42.72674857,OCONEE,2744,26,17,140179.3409,570684144.2,2801
1655,37,145,46,134,3,3,1,1,2,2,2247,NEWRY-CORINTH,001,073,1496,6.674338192,14.54196145,OCONEE,273,4,6,47709.75187,71841978.39,421
1656,171,893,169,883,3,3,1,1,2,2,2251,OAKWAY,012,073,1500,39.03821947,36.66779821,OCONEE,1462,12,22,120300.9346,420203897.2,2043
1657,767,1148,742,1205,3,3,1,1,2,2,2245,RAVENEL,003,073,1054,18.76214204,25.32808278,OCONEE,2699,47,19,83097.21824,201954016.1,3842
1658,95,541,104,519,3,3,1,1,2,2,2244,RETURN,014,073,1499,22.17251037,27.82100885,OCONEE,767,5,18,91276.09319,238662915.4,1177
1659,178,689,187,673,3,3,1,1,1,1,2243,RICHLAND,015,073,2544,28.27581888,32.17032218,OCONEE,1138,9,14,105545.4653,304358381.4,1620
1660,299,1371,286,1373,3,3,1,1,1,1,2236,SALEM,016,073,1823,209.7475976,89.23029236,OCONEE,2229,20,31,292749.7175,2257704350,2988
1661,964,1142,999,1131,3,3,1,1,2,2,2257,SENECA NO. 1,029,073,5763,13.60831765,19.88155929,OCONEE,3130,36,26,65228.08242,146478712.1,4318
1662,599,971,588,992,3,3,1,1,2,2,2260,SENECA NO. 2,030,073,2045,16.68228766,21.57634319,OCONEE,2297,25,17,70788.38596,179566649.9,3068
1663,291,739,300,737,3,3,1,1,2,2,2259,SENECA NO. 3,031,073,4440,18.01830471,21.82930762,OCONEE,1476,18,9,71618.32009,193947417.7,2076
1664,881,998,904,980,3,3,1,1,2,2,2258,SENECA NO. 4,032,073,3762,10.16696244,15.6647347,OCONEE,2990,29,24,51393.38377,109436272.9,4356
1665,392,570,395,561,3,3,1,1,2,2,2263,SHILOH,019,073,2887,32.02584477,48.71424017,OCONEE,1363,25,32,159823.303,344723324.1,2567
1666,250,986,255,966,3,3,1,1,2,2,2248,SOUTH UNION,020,073,424,48.82651294,37.16609783,OCONEE,1776,14,31,121935.7726,525564211.2,2247
1667,825,1512,763,1603,3,3,1,1,1,1,2239,STAMP CREEK,017,073,763,22.43686527,28.89360451,OCONEE,3197,29,16,94795.10079,241508407.8,2750
1668,152,904,161,892,3,3,1,1,1,1,2235,TAMASSEE,021,073,1322,105.2939159,74.1976237,OCONEE,1432,12,14,243430.0371,1133374278,1764
1669,181,792,188,773,3,3,1,1,2,2,2252,TOKEENA-PROVIDENCE,022,073,1966,41.56995212,35.15585808,OCONEE,1388,14,25,115340.5111,447455240.6,1865
1670,186,245,204,236,3,3,1,1,2,2,2246,UTICA,023,073,3317,3.615923752,9.358252948,OCONEE,784,13,10,30702.86821,38921479.34,1349
1671,619,2158,653,2121,3,3,1,1,1,1,2256,WALHALLA 1,024,073,5648,76.79691003,38.80722337,OCONEE,3849,37,40,127320.032,826635059.8,5967
1672,415,1528,439,1477,3,3,1,1,1,1,2255,WALHALLA 2,025,073,3314,101.1500359,67.9988022,OCONEE,2902,31,54,223092.7369,1088769925,5316
1673,339,1232,347,1215,3,3,1,1,1,1,2241,WEST UNION,028,073,2120,35.89735022,30.20073439,OCONEE,2155,15,27,99083.57608,386395861.9,3010
1674,417,1846,453,1793,3,3,1,1,1,1,2253,WESTMINSTER 1,026,073,1932,101.1989016,57.48572817,OCONEE,3200,26,38,188601.0932,1089295911,4767
1675,219,1178,228,1146,3,3,1,1,1,1,2254,WESTMINSTER 2,027,073,4682,82.68856075,67.05304254,OCONEE,2061,20,43,219989.8571,890052260.4,3336
1676,332,134,339,129,6,6,39,39,66,66,1289,BETHEL,120,075,2100,107.1501723,59.9660072,ORANGEBURG,721,4,4,196738.4753,1153354855,895
1677,412,470,427,453,2,6,40,40,95,66,1311,BOLENTOWN,142,075,1916,37.45034738,30.44007055,ORANGEBURG,1347,12,14,99868.79812,403112184.3,1973
1678,693,277,704,265,6,6,39,39,66,66,1290,BOWMAN 1,121,075,1052,97.75547244,51.98888619,ORANGEBURG,1481,9,9,170566.8708,1052231148,1720
1679,329,253,336,254,6,6,39,39,66,66,1291,BOWMAN 2,122,075,1966,159.0438252,59.01150336,ORANGEBURG,830,5,2,193606.9073,1711933487,1038
1680,322,408,329,401,6,6,39,39,66,66,1292,BRANCHVILLE 1,123,075,1163,127.929916,60.97817554,ORANGEBURG,1049,9,10,200059.2309,1377026156,1425
1681,138,221,142,220,6,6,39,39,66,66,1293,BRANCHVILLE 2,124,075,1480,62.47080585,50.06662181,ORANGEBURG,490,6,7,164260.2417,672430157.8,680
1682,1004,40,1013,35,6,6,40,39,95,95,1294,BROOKDALE,125,075,701,13.7145515,19.7281999,ORANGEBURG,1427,8,2,64724.93584,147622203.8,1673
1683,188,293,191,286,2,6,39,40,95,66,1295,COPE,126,075,1653,110.2951673,57.64812165,ORANGEBURG,716,2,5,189133.8791,1187207300,904
1684,514,528,524,515,2,6,39,40,95,66,1296,CORDOVA 1,127,075,1067,45.53303076,29.09371837,ORANGEBURG,1540,5,8,95451.64101,490113464.1,2071
1685,626,379,634,366,2,6,39,39,66,66,1321,CORDOVA 2,152,075,1726,24.15317965,27.62926465,ORANGEBURG,1608,5,10,90647.01244,259982662,2622
1686,203,556,207,552,2,6,39,39,95,66,1297,EDISTO,128,075,2330,109.415309,77.07687945,ORANGEBURG,1025,7,10,252876.3953,1177736584,1541
1687,361,312,366,301,6,6,39,39,66,66,1322,ELLOREE 1,154,075,2947,33.88506674,31.06773532,ORANGEBURG,1016,3,11,101928.0616,364735822.9,1310
1688,378,125,380,119,6,6,39,39,66,66,1298,ELLOREE 2,129,075,1588,60.0675506,42.16053252,ORANGEBURG,729,2,4,138321.6804,646561733.6,950
1689,487,577,497,556,6,6,39,39,66,102,1299,EUTAWVILLE 1,130,075,1122,77.69684691,56.50416354,ORANGEBURG,1565,6,22,185380.7432,836321899.8,1861
1690,1062,249,1067,245,6,6,39,39,66,102,1300,EUTAWVILLE 2,131,075,2028,80.21236182,43.39361359,ORANGEBURG,1976,5,4,142367.2139,863398677,2519
1691,124,290,132,279,6,6,39,39,93,66,1301,FOUR HOLES,132,075,2747,76.63531692,40.15433902,ORANGEBURG,583,5,11,131739.6939,824895686.1,753
1692,842,537,853,522,6,6,39,39,66,66,1303,HOLLY HILL 1,134,075,2720,105.132845,43.51577942,ORANGEBURG,2026,7,15,142768.0197,1131640525,2662
1693,1105,220,1117,203,6,6,39,39,66,102,1302,HOLLY HILL 2,133,075,859,115.8868207,47.65942851,ORANGEBURG,1960,2,9,156362.6417,1247395356,2468
1694,996,356,1004,344,6,6,40,39,93,66,1304,JAMISON,135,075,2759,77.40309235,44.46850879,ORANGEBURG,2008,10,8,145893.7659,833159952,2405
1695,853,340,866,329,6,6,40,40,93,95,1305,LIMESTONE 1,136,075,2863,36.25531139,33.25657703,ORANGEBURG,1772,7,6,109109.2865,390248924,2616
1696,912,349,923,342,6,6,40,40,93,95,1319,LIMESTONE 2,150,075,1774,76.56424361,49.30141618,ORANGEBURG,1814,13,12,161749.7296,824130659.3,2430
1697,253,522,263,503,2,6,40,40,91,95,1306,NEESES-LIVINGSTON,137,075,2755,98.91021634,54.2919871,ORANGEBURG,1136,3,12,178122.961,1064660708,1757
1698,720,10,730,5,6,6,40,39,95,95,1307,NIX,138,075,1985,4.286341498,9.030379092,ORANGEBURG,1248,5,1,29627.16874,46137795.9,1579
1699,516,400,522,397,2,6,40,40,93,95,1309,NORTH 1,140,075,1978,111.71126,45.00960737,ORANGEBURG,1302,3,4,147669.0202,1202449995,1789
1700,412,493,419,482,2,6,40,40,93,95,1308,NORTH 2,139,075,2079,125.003276,49.30957922,ORANGEBURG,1293,3,8,161776.5112,1345524064,1769
1701,567,360,578,353,2,6,40,40,91,66,1310,NORWAY,141,075,1861,146.2973642,62.44516351,ORANGEBURG,1337,9,8,204872.174,1574731722,1671
1702,288,152,295,141,6,6,40,40,95,95,1274,ORANGEBURG WD 1,101,075,5243,1.653310108,7.046862375,ORANGEBURG,734,2,7,23119.58098,17796081.89,1035
1703,439,192,442,191,6,6,40,40,95,95,1281,ORANGEBURG WD 10,110,075,1131,1.968310949,7.040643211,ORANGEBURG,842,5,2,23099.17693,21186722.73,1018
1704,290,24,300,20,6,6,40,39,66,95,1275,ORANGEBURG WD 2,102,075,1071,2.055518461,7.068015184,ORANGEBURG,633,4,1,23188.97982,22125416.58,988
1705,540,31,548,30,6,6,39,39,66,95,1323,ORANGEBURG WD 3,103,075,1412,2.246736133,9.861612365,ORANGEBURG,1102,7,2,32354.30657,24183666.46,2075
1706,322,10,325,8,6,6,39,39,95,95,1325,ORANGEBURG WD 4,104,075,1564,1.816217555,6.539822233,ORANGEBURG,1996,4,2,21456.06678,19549603.05,2768
1707,298,22,303,20,6,6,40,39,95,95,1276,ORANGEBURG WD 5,105,075,1242,0.991043336,5.913480757,ORANGEBURG,572,4,0,19401.14478,10667501.69,1022
1708,352,93,363,87,6,6,40,39,95,95,1277,ORANGEBURG WD 6,106,075,1153,1.146844428,4.852664445,ORANGEBURG,807,4,1,15920.78327,12344530.68,1095
1709,401,210,401,217,6,6,40,40,95,95,1278,ORANGEBURG WD 7,107,075,1266,2.511922449,11.95995104,ORANGEBURG,829,7,1,39238.60604,27038108.21,958
1710,291,184,298,178,6,6,40,40,95,95,1279,ORANGEBURG WD 8,108,075,961,1.301021174,5.839302739,ORANGEBURG,651,4,4,19157.77907,14004075.36,1022
1711,298,83,302,82,6,6,40,39,95,95,1280,ORANGEBURG WD 9,109,075,862,1.3469057,7.106251422,ORANGEBURG,609,2,0,23314.42654,14497972.29,805
1712,442,318,452,306,6,6,40,40,91,95,1320,PINE HILL,151,075,2487,75.34222576,44.18465538,ORANGEBURG,1131,7,11,144962.4902,810976968.7,1650
1713,587,203,594,199,6,6,39,39,66,66,1312,PROVIDENCE,143,075,2183,119.3543919,50.37960814,ORANGEBURG,1141,6,3,165287.0977,1284719982,1372
1714,215,184,227,171,6,6,39,39,66,66,1313,ROWESVILLE,144,075,1544,110.9033952,70.75581253,ORANGEBURG,609,6,10,232138.0283,1193754211,758
1715,489,649,496,638,6,6,39,39,66,66,1314,SANTEE 1,145,075,962,54.28456658,44.8359641,ORANGEBURG,1636,7,10,147099.3256,584314211.7,1844
1716,785,62,795,57,6,6,39,39,66,66,1315,SANTEE 2,146,075,1874,40.95251573,26.77337081,ORANGEBURG,1279,10,4,87838.96741,440809210.7,1507
1717,505,392,511,388,2,6,40,40,91,95,1316,SPRINGFIELD,147,075,1840,167.337249,66.82712875,ORANGEBURG,1282,5,5,219248.6716,1801203158,1601
1718,319,18,327,16,6,6,40,39,95,95,1324,SUBURBAN 1,111,075,2092,1.373796887,5.055513959,ORANGEBURG,722,6,0,16586.29871,14787426.62,1296
1719,406,11,414,5,6,6,39,39,93,66,1282,SUBURBAN 2,112,075,1096,3.111268975,13.13012483,ORANGEBURG,720,7,2,43077.7512,33489420.52,748
1720,828,100,844,84,6,6,39,39,66,66,1326,SUBURBAN 3,113,075,2852,27.44753344,28.18080871,ORANGEBURG,1476,5,4,92456.53657,295442791.1,2035
1721,185,100,189,99,6,6,39,39,66,66,1283,SUBURBAN 4,114,075,1072,25.18129263,35.1855569,ORANGEBURG,542,2,2,115437.9479,271049178,769
1722,630,169,653,152,6,6,39,39,95,66,1284,SUBURBAN 5,115,075,1110,16.27824648,18.59880618,ORANGEBURG,1282,7,4,61019.58329,175217586.8,1805
1723,326,222,333,213,6,6,40,40,95,95,1285,SUBURBAN 6,116,075,2257,29.21253825,30.30642023,ORANGEBURG,920,7,9,99430.31369,314441144.8,1308
1724,807,656,811,657,6,6,40,40,95,95,1286,SUBURBAN 7,117,075,1542,11.24266089,20.81041859,ORANGEBURG,2008,10,5,68275.515,121014994.7,2517
1725,402,247,411,243,6,6,40,40,95,95,1287,SUBURBAN 8,118,075,2368,4.603732369,13.17966844,ORANGEBURG,891,6,4,43240.29555,49554162.8,1169
1726,896,154,898,160,6,6,40,39,95,95,1288,SUBURBAN 9,119,075,1269,6.126095931,14.72447107,ORANGEBURG,1607,9,1,48308.53551,65940747.81,2460
1727,847,298,852,297,6,6,39,39,66,66,1317,VANCE,148,075,1812,67.78029005,41.55152565,ORANGEBURG,1665,4,5,136323.6304,729580970.1,1904
1728,697,93,709,83,6,6,39,39,93,66,1318,WHITTAKER,149,075,2077,22.19661607,23.59907284,ORANGEBURG,1218,5,2,77424.62482,238922386.9,1613
1729,374,229,377,235,3,3,1,1,3,3,2196,ABEL,104,077,6667,2.540449995,8.749544268,PICKENS,1059,15,7,28705.79649,27345176.16,2291
1730,133,932,133,907,3,3,2,2,4,4,2182,ALBERT R. LEWIS,117,077,1986,64.90937194,37.57139784,PICKENS,1361,4,23,123265.4944,698678664.8,1940
1731,148,627,160,606,3,3,2,2,4,5,2222,ARIAL MILL,134,077,1438,9.416127327,17.56404774,PICKENS,1169,17,21,57624.71328,101354351,1893
1732,320,970,341,952,3,3,2,2,5,5,2207,BRUSHY CREEK,138,077,1840,7.826759448,13.18327653,PICKENS,1747,19,19,43252.13307,84246537.55,2398
1733,440,264,440,276,3,3,1,1,3,3,2194,CALHOUN,105,077,1358,4.317671936,13.87731048,PICKENS,1421,21,8,45529.1428,46475033.93,3546
1734,138,863,141,855,3,3,2,2,5,5,2230,CEDAR ROCK,126,077,1425,17.52746265,20.91950981,PICKENS,1315,12,14,68633.42511,188664037.8,1798
1735,717,756,685,829,3,3,2,1,3,3,2200,CLEMSON,106,077,1852,8.065431858,14.67629099,PICKENS,2041,40,8,48150.46468,86815586,2784
1736,125,860,133,841,3,3,2,2,4,4,2232,CRESCENT HILL,154,077,1858,11.17495726,14.73005099,PICKENS,1351,9,22,48326.8423,120286238.8,1896
1737,229,910,223,918,3,3,2,2,5,5,2208,CRESTVIEW,142,077,2008,3.283291497,8.318819497,PICKENS,1393,22,13,27292.6603,35341055.54,1883
1738,148,918,148,913,3,3,2,2,4,4,2176,CROSSROADS,150,077,1714,26.58577364,27.96081027,PICKENS,1416,15,17,91734.75835,286166885.8,2156
1739,181,948,196,919,3,3,2,2,10,10,2185,CROSSWELL,146,077,1575,14.98277934,20.87643465,PICKENS,1573,16,29,68492.10269,161273294.6,2398
1740,111,713,118,702,3,3,2,2,4,4,2175,DACUSVILLE,151,077,1798,29.16435892,33.28108155,PICKENS,1125,7,15,109189.6817,313922546.7,1689
1741,276,634,289,625,3,3,2,2,5,5,2228,EASLEY,140,077,1586,4.300525583,10.06641631,PICKENS,1360,21,19,33026.23417,46290472.12,2225
1742,141,666,155,651,3,3,2,2,4,5,2216,EAST LIBERTY,130,077,1940,11.99471966,17.57060875,PICKENS,1228,13,12,57646.23889,129110087.9,1915
1743,104,847,116,835,3,3,2,2,4,4,2224,EAST PICKENS,124,077,1675,9.686946467,18.24878316,PICKENS,1283,12,13,59871.21608,104269424,2028
1744,160,800,166,786,3,3,2,2,5,5,2204,FLAT ROCK,131,077,1962,34.50694152,28.70631658,PICKENS,1382,18,23,94180.6403,371429627.3,2186
1745,208,596,215,589,3,3,2,2,5,5,2226,FOREST ACRES,141,077,1443,3.521135788,9.35873214,PICKENS,1099,11,10,30704.44036,37901190.19,1616
1746,138,516,150,498,3,3,2,2,5,5,2221,FRUIT MOUNTAIN,157,077,2360,6.025852975,15.56390298,PICKENS,1003,14,18,51062.57168,64861741.61,1600
1747,193,647,197,640,3,3,2,2,5,10,2190,GEORGES CREEK,147,077,1735,14.42668274,19.51152928,PICKENS,1177,12,12,64014.07563,155287520.7,1627
1748,122,861,128,841,3,3,2,2,4,4,2177,GLASSY MOUNTAIN,125,077,2080,28.71817213,30.45724382,PICKENS,1324,11,24,99925.14076,309119832.1,2090
1749,156,1063,161,1057,3,3,2,2,4,4,2178,GRIFFIN,120,077,1972,48.97512985,36.76724511,PICKENS,1571,29,29,120627.2033,527163910.4,2208
1750,244,991,247,985,3,3,2,2,4,4,2172,HOLLY SPRINGS,118,077,1050,252.9684981,96.79766212,PICKENS,1628,16,18,317576.9965,2722930252,1971
1751,315,257,316,281,3,3,1,1,3,3,2197,ISSAQUEENA,107,077,1804,1.754696673,8.756483026,PICKENS,920,24,5,28728.56139,18887397.8,1625
1752,271,704,262,727,3,3,1,1,3,3,2192,LAWRENCE CHAPEL,111,077,2154,44.87511055,46.1343479,PICKENS,1304,18,10,151359.1064,483031669.9,1668
1753,234,653,246,643,3,3,2,2,5,10,2229,LENHART,163,077,1895,11.53821795,18.77448039,PICKENS,1170,18,17,61595.94107,124196344.3,1566
1754,186,649,202,633,3,3,2,2,5,5,2209,MCALLISTER,161,077,1498,1.806634801,5.970314299,PICKENS,1274,10,10,19587.60616,19446455.16,1770
1755,239,650,243,646,3,3,2,2,5,5,2231,MCKISSICK,148,077,1749,4.604297997,8.457186789,PICKENS,1380,15,15,27746.62032,49560251.17,2076
1756,446,424,443,450,3,3,1,1,3,3,2198,MORRISON,103,077,1528,3.716081994,9.444579471,PICKENS,1520,28,11,30986.09115,39999573.68,5468
1757,317,1080,291,1106,3,3,2,2,3,4,2183,MOUNTAIN VIEW,116,077,1917,89.55543601,52.39260506,PICKENS,1833,25,22,171891.4051,963966690.6,2161
1758,123,891,129,882,3,3,2,2,4,4,2174,NINE FORKS,152,077,1980,55.11179782,40.97064431,PICKENS,1296,12,17,134417.8555,593218454.6,1909
1759,140,777,157,750,3,3,2,2,3,3,2213,NORRIS,112,077,1416,20.47192968,34.63128983,PICKENS,1247,13,22,113619.4901,220358017.1,1851
1760,270,587,274,583,3,3,2,2,3,3,2203,NORTH CENTRAL,109,077,2294,22.3070109,28.42256998,PICKENS,1166,21,20,93249.71502,240110666.9,1938
1761,154,649,163,630,3,3,2,2,4,4,2217,NORTH LIBERTY,155,077,1791,13.13291859,17.79703994,PICKENS,1189,13,20,58389.12186,141361559.2,1871
1762,137,864,144,847,3,3,2,2,4,4,2179,NORTH PICKENS,121,077,2001,31.99245014,26.03688508,PICKENS,1406,14,22,85422.68046,344363867.4,2094
1763,112,706,119,694,3,3,2,2,5,5,2205,PENDLETON,156,077,1991,19.68104011,21.18297764,PICKENS,1130,15,17,69497.81913,211844952.7,1768
1764,228,576,244,569,3,3,2,2,5,5,2227,PICKENSVILLE,139,077,1487,2.714350542,6.938193418,PICKENS,1176,17,14,22763.05624,29217026.07,1866
1765,326,430,328,443,3,3,1,1,3,3,2193,PIKE,110,077,1554,25.0412034,38.34731328,PICKENS,1126,21,12,125811.1436,269541270.2,1598
1766,212,496,215,498,3,3,2,2,5,5,2225,POPE FIELD,158,077,1900,3.136957078,9.030153993,PICKENS,1020,11,8,29626.43023,33765924.97,1539
1767,75,715,83,700,3,3,2,2,4,4,2212,PRATERS CREEK,115,077,1992,29.30072758,43.21758812,PICKENS,987,5,11,141789.7037,315390406.9,1391
1768,245,1062,257,1039,3,3,2,2,4,4,2173,PUMPKINTOWN,119,077,1892,102.7613766,80.39154714,PICKENS,1601,15,25,263751.2676,1106114252,2141
1769,143,778,152,764,3,3,2,2,4,4,2215,RICES CREEK,128,077,1988,16.62989691,21.18823425,PICKENS,1293,12,12,69515.06521,179002720.6,2051
1770,292,811,313,790,3,3,2,2,5,10,2189,ROCK SPRINGS,144,077,1754,9.24488959,15.69734301,PICKENS,1525,20,19,51500.3662,99511163.36,2252
1771,187,642,204,622,3,3,2,2,10,10,2186,SALUDA,145,077,2403,7.478095264,13.08673228,PICKENS,1288,14,17,42935.3875,80493547.51,2241
1772,234,866,222,873,3,3,2,2,5,5,2210,SHEFFIELD,159,077,1554,2.391182084,8.078329544,PICKENS,1433,7,10,26503.65285,25738469.74,1655
1773,343,355,361,342,3,3,2,2,5,5,2220,SIMPSON,136,077,2213,2.422244781,11.18187115,PICKENS,1340,16,7,36685.85561,26072825.83,2164
1774,263,842,254,855,3,3,2,2,5,5,2188,SITTON,143,077,837,1.872342765,7.912566626,PICKENS,1456,15,14,25959.81234,20153729.8,1814
1775,138,1038,145,1028,3,3,2,2,3,4,2191,SIX MILE,113,077,1523,31.80092685,28.05590295,PICKENS,1552,15,20,92046.7416,342302327.8,2330
1776,199,960,210,950,3,3,2,2,3,4,2211,SIX MILE MOUNTAIN,114,077,1422,30.36658714,28.27815506,PICKENS,1559,18,17,92775.91371,326863223.6,2243
1777,121,782,126,782,3,3,2,2,4,4,2223,SKELTON,127,077,1840,10.87843073,19.97785323,PICKENS,1191,17,12,65544.00682,117094453.9,1725
1778,143,541,160,515,3,3,2,2,5,5,2218,SMITH GROVE,133,077,1962,5.886102467,16.43215258,PICKENS,1010,9,20,53911.15393,63357479.66,1611
1779,354,450,379,435,3,3,2,2,3,3,2202,SOUTH CENTRAL,153,077,3421,13.61640049,18.14836488,PICKENS,1313,25,18,59541.76045,146565715.1,2426
1780,228,616,246,599,3,3,2,2,4,4,2181,SOUTH PICKENS,123,077,2301,10.36208757,16.25054259,PICKENS,1193,15,13,53315.32182,111536582.3,2147
1781,490,382,488,414,3,3,1,1,3,3,2199,STONE CHURCH,101,077,3281,13.46778911,44.89561042,PICKENS,1246,33,10,147295.0152,144966075.5,2016
1782,115,353,119,347,3,3,2,2,10,10,2187,TRI COUNTY,160,077,2070,1.910337435,8.918230098,PICKENS,626,12,10,29259.22658,20562701.02,907
1783,245,203,236,226,3,3,1,1,3,3,2195,UNIVERSITY,102,077,2788,7.044927975,21.81534289,PICKENS,802,18,6,71572.50413,75830973.61,7248
1784,102,713,107,700,3,3,2,2,5,10,2184,VINLAND,149,077,1719,14.01959757,24.40413273,PICKENS,1122,5,15,80065.89214,150905692.4,1591
1785,297,287,315,278,3,3,2,1,3,3,2201,WEST CENTRAL,108,077,1918,4.981089024,9.826017983,PICKENS,1328,22,15,32237.52733,53615996.04,3616
1786,143,876,157,858,3,3,2,2,4,5,2214,WEST LIBERTY,129,077,1952,10.76105552,18.74722477,PICKENS,1380,15,16,61506.51994,115831037.7,2192
1787,162,948,192,910,3,3,2,2,4,4,2180,WEST PICKENS,122,077,2107,23.38312075,28.0661828,PICKENS,1495,19,22,92080.46806,251693817.1,2264
1788,409,787,421,778,3,3,2,2,5,5,2219,WOODSIDE,137,077,1651,3.041110031,10.4827441,PICKENS,1719,22,17,34392.13626,32734235.94,2475
1789,165,645,177,622,3,3,2,2,5,5,2206,ZION,132,077,1693,8.300880073,13.48335715,PICKENS,1254,10,19,44236.64758,89349929.49,1998
1790,741,449,748,467,2,6,22,19,78,78,1357,ARCADIA,400,079,1536,2.222934733,7.579825709,RICHLAND,1669,33,9,24868.14485,23927470.33,2200
1791,312,12,317,13,6,6,19,19,74,74,1358,ARDINCAPLE,401,079,2142,1.207751949,4.802036259,RICHLAND,525,3,0,15754.68063,13000133.78,944
1792,502,734,510,722,2,6,20,18,71,71,1399,BALLENTINE 1,402,079,1383,7.709979894,16.02354798,RICHLAND,1685,28,26,52570.59034,82989532.89,2309
1793,494,1090,490,1109,2,6,20,18,71,71,1420,BALLENTINE 2,403,079,1794,9.825303435,14.00481076,RICHLAND,2058,25,11,45947.44996,105758686,2585
1794,470,59,477,51,6,6,19,20,72,85,1411,BEATTY ROAD,404,079,2857,1.007153831,4.19931632,RICHLAND,1061,6,6,13777.25696,10840913.61,2018
1795,1277,58,1293,52,6,6,21,21,70,70,1359,BLUFF,405,079,430,20.99779732,25.19299425,RICHLAND,2118,14,3,82654.01529,226018409.3,3208
1796,770,1057,768,1069,2,6,22,19,73,73,1433,BLYTHEWOOD 1,406,079,3773,35.37743653,30.13811706,RICHLAND,2306,22,15,98878.13906,380799557.5,2980
1797,986,921,997,918,2,6,22,22,77,73,1431,BLYTHEWOOD 2,407,079,1656,37.76895271,31.93595522,RICHLAND,2527,28,18,104776.5464,406541623.5,3379
1798,1457,790,1487,771,2,6,19,19,77,77,1434,BLYTHEWOOD 3,408,079,1461,36.05130824,27.84696619,RICHLAND,2898,29,15,91361.25492,388053052.3,3818
1799,1596,754,1621,730,2,6,35,22,79,79,1459,BOOKMAN,409,079,3179,10.3538327,15.51591728,RICHLAND,3294,38,35,50905.13859,111447727.7,4721
1800,1149,344,1172,325,6,6,21,21,70,75,1428,BRANDON 1,410,079,15069,3.875105151,9.389941966,RICHLAND,2163,18,14,30806.8346,41711284.7,3590
1801,1200,188,1207,193,6,6,21,21,70,70,1429,BRANDON 2,411,079,2939,2.535517306,7.800950274,RICHLAND,2280,22,11,25593.61769,27292081.14,3750
