PSN,unshared,area,pop,voteA,voteB,Cong2011,Sen2011,House2011,CongLWV,CongRuoff,SenLWV,HouseLWV,CongDraft,CongDrft2H,CongDrft3H,CongDrft2S,SenDraft,HouseDraft,HouseDrft2,HouseNAACP,county
1256,0,2.773934148,1528,250,890,7,34,106,7,7,35,106,7,7,7,7,34,106,106,106,HORRY
1257,0,4.185316683,2475,488,919,7,34,106,7,7,35,106,7,7,7,7,34,106,106,106,HORRY
1258,0,1.98755963,1553,327,531,7,34,106,7,7,35,106,7,7,7,7,34,106,106,106,HORRY
1259,0,3.117580052,2976,525,1057,7,34,106,7,7,35,106,7,7,7,7,34,106,106,106,HORRY
1260,0,100.9485671,1597,205,503,7,28,55,7,7,28,55,7,7,7,7,30,55,55,57,HORRY
1261,0,43.74290369,2334,303,860,7,33,105,7,7,28,56,7,7,7,7,28,105,105,105,HORRY
1262,0,18.68401508,239,26,97,7,28,57,7,7,28,105,7,7,7,7,30,55,55,57,HORRY
1263,0,21.78638656,2512,412,822,7,33,58,7,7,33,105,7,7,7,7,33,58,58,105,HORRY
1264,0,52.45346668,2121,167,933,7,28,58,7,7,28,105,7,7,7,7,28,58,58,60,HORRY
1265,0,29.71026297,513,105,146,7,32,103,7,7,32,103,7,7,7,7,32,103,103,101,HORRY
1266,0,21.94923502,940,140,308,7,33,58,7,7,35,50,7,7,7,7,33,58,58,58,HORRY
1267,0,28.70202306,5234,1128,1428,7,28,58,7,7,33,58,7,7,7,7,33,58,58,58,HORRY
1268,0,48.40058155,1129,90,408,7,28,105,7,7,28,105,7,7,7,7,30,55,55,57,HORRY
1269,0,29.86757718,2911,613,979,7,33,107,7,7,33,107,7,7,7,7,33,107,107,68,HORRY
1270,0,21.58862617,7385,1678,2829,7,34,107,7,7,35,107,7,7,7,7,33,106,106,68,HORRY
1271,0,42.59089103,1010,39,396,7,28,58,7,7,28,57,7,7,7,7,32,58,58,60,HORRY
1272,0,37.74696447,818,47,336,7,28,57,7,7,28,55,7,7,7,7,30,57,57,57,HORRY
1273,0,31.45667849,3535,331,1013,7,28,58,7,7,28,105,7,7,7,7,32,58,58,58,HORRY
1274,0,2.140499243,3408,538,792,7,34,68,7,7,35,68,7,7,7,7,34,68,68,68,HORRY
1275,0,1.78142233,3109,507,594,7,34,68,7,7,35,68,7,7,7,7,34,61,61,68,HORRY
1276,0,5.115213962,3213,511,980,7,34,68,7,7,35,68,7,7,7,7,34,68,68,68,HORRY
1277,0,48.83746523,2435,675,693,7,28,56,7,7,28,105,7,7,7,7,28,105,105,57,HORRY
1278,0,11.29629881,2524,406,1008,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1279,0,5.027314896,4425,723,1578,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1280,0,4.766171983,2014,525,1209,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1281,0,20.27110764,1089,186,347,7,28,105,7,7,28,105,7,7,7,7,30,55,55,57,HORRY
1282,0,28.35209025,2147,346,848,7,33,105,7,7,33,105,7,7,7,7,28,105,105,105,HORRY
1283,0,4.266037755,2887,576,1327,7,34,106,7,7,35,106,7,7,7,7,34,68,68,101,HORRY
1284,0,14.85604502,3431,1330,2544,7,34,106,7,7,35,108,7,7,7,7,34,68,68,101,HORRY
1285,0,20.71291118,6090,581,971,7,34,106,7,7,35,106,7,7,7,7,34,68,68,101,HORRY
1286,0,54.07709948,1314,38,550,7,30,58,7,7,28,57,7,7,7,7,30,57,57,60,HORRY
1287,0,135.0827186,1434,167,429,7,28,55,7,7,28,55,7,7,7,7,30,55,55,55,HORRY
1288,0,31.64052604,1028,76,342,7,28,105,7,7,28,105,7,7,7,7,28,105,105,57,HORRY
1289,0,2.650118699,1747,407,650,7,33,68,7,7,33,50,7,7,7,7,33,61,61,58,HORRY
1290,0,14.17103541,2332,353,512,7,33,107,7,7,33,107,7,7,7,7,33,107,107,107,HORRY
1291,0,8.753109716,2301,469,801,7,33,107,7,7,33,107,7,7,7,7,33,107,107,107,HORRY
1292,0,3.87152391,2458,429,964,7,33,107,7,7,33,107,7,7,7,7,33,107,107,107,HORRY
1293,0,5.237126656,3233,490,1177,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1294,0,12.18651216,4312,960,1379,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1295,0,11.24309812,2452,556,1068,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1296,0,6.38689618,2692,538,719,7,33,58,7,7,33,58,7,7,7,7,33,58,58,105,HORRY
1297,0,3.1213937,1514,281,564,7,33,105,7,7,33,58,7,7,7,7,33,58,58,105,HORRY
1298,0,18.05153563,2720,496,1247,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1299,0,19.60586243,4244,741,2228,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1300,0,21.78750576,1813,436,809,7,33,107,7,7,33,107,7,7,7,7,33,107,107,107,HORRY
1301,0,6.546132304,2330,593,1116,7,33,107,7,7,33,107,7,7,7,7,33,107,107,107,HORRY
1302,0,1.906241978,2972,447,426,7,33,107,7,7,33,107,7,7,7,7,33,107,107,107,HORRY
1303,0,25.94953519,6073,1044,2025,7,33,68,7,7,35,50,7,7,7,7,33,61,61,56,HORRY
1304,0,52.04460295,1045,61,313,7,32,103,7,7,32,103,7,7,7,7,32,103,103,101,HORRY
1305,0,41.78296644,471,37,160,7,28,57,7,7,28,55,7,7,7,7,30,55,55,57,HORRY
1306,0,45.13986356,1329,82,579,7,30,58,7,7,28,105,7,7,7,7,28,58,58,60,HORRY
1307,0,53.42919341,742,431,45,7,32,103,7,7,32,103,7,7,7,7,32,103,103,101,HORRY
1308,0,8.425115524,2273,562,376,7,28,58,7,7,33,58,7,7,7,7,33,58,58,58,HORRY
1309,0,3.228839707,2803,915,213,7,28,58,7,7,33,58,7,7,7,7,33,58,58,58,HORRY
1310,0,29.17977036,1749,348,457,7,28,105,7,7,28,56,7,7,7,7,28,105,105,57,HORRY
1311,0,14.1187848,4769,248,496,7,33,105,7,7,33,58,7,7,7,7,33,61,61,58,HORRY
1312,0,3.498289328,3554,629,1116,7,33,58,7,7,33,50,7,7,7,7,33,61,61,58,HORRY
1313,0,11.31933123,4849,956,1675,7,33,56,7,7,33,56,7,7,7,7,33,56,56,107,HORRY
1314,0,29.64689515,3368,498,1418,7,33,56,7,7,28,56,7,7,7,7,28,105,105,105,HORRY
1315,0,10.62252064,3365,493,641,7,33,107,7,7,33,107,7,7,7,7,33,107,107,68,HORRY
1316,0,6.384833147,4298,444,440,7,33,107,7,7,33,107,7,7,7,7,33,107,107,68,HORRY
1317,0,13.04663983,5472,1142,1994,7,34,68,7,7,35,68,7,7,7,7,34,68,68,106,HORRY
1318,0,45.97116452,2021,224,856,7,28,105,7,7,28,56,7,7,7,7,28,105,105,105,HORRY
1319,0,6.002838981,5808,785,1528,7,34,68,7,7,35,68,7,7,7,7,34,61,61,68,HORRY
1320,0,18.02089251,3171,274,821,7,33,68,7,7,35,50,7,7,7,7,34,68,68,56,HORRY
1321,0,14.30463848,5795,919,1968,7,33,68,7,7,35,50,7,7,7,7,34,68,68,56,HORRY
1322,0,9.418630549,6778,1083,1866,7,33,56,7,7,35,68,7,7,7,7,33,61,61,56,HORRY
1323,0,82.44119411,587,47,221,7,28,55,7,7,28,55,7,7,7,7,30,55,55,55,HORRY
1324,0,10.88231663,3054,564,1218,7,34,106,7,7,35,106,7,7,7,7,34,106,106,68,HORRY
1325,0,9.559630565,1068,265,609,7,34,106,7,7,35,106,7,7,7,7,34,106,106,68,HORRY
1326,0,3.373295277,3248,577,1413,7,34,106,7,7,35,106,7,7,7,7,34,106,106,106,HORRY
1327,0,36.40522461,3405,740,1601,7,34,107,7,7,35,68,7,7,7,7,34,106,106,68,HORRY
1328,0,58.22172152,1940,375,434,7,28,104,7,7,28,105,7,7,7,7,30,105,105,57,HORRY
1329,0,93.82894278,576,24,204,7,28,57,7,7,28,55,7,7,7,7,30,55,55,57,HORRY
1330,0,72.65869838,2808,403,1227,7,28,56,7,7,28,56,7,7,7,7,28,56,56,107,HORRY
1331,0,44.06013102,2168,377,745,7,33,58,7,7,35,58,7,7,7,7,33,58,58,58,HORRY
1332,0,53.13931025,3161,897,625,7,28,56,7,7,28,56,7,7,7,7,28,104,104,57,HORRY
1333,0,2.327359225,1334,274,262,7,33,105,7,7,33,58,7,7,7,7,33,61,61,58,HORRY
1334,0,8.338808199,1421,399,213,7,28,105,7,7,28,105,7,7,7,7,30,105,105,57,HORRY
1335,0,38.45846168,1094,85,432,7,28,105,7,7,28,105,7,7,7,7,28,105,105,105,HORRY
1336,0,24.92847029,6674,1020,1770,7,33,56,7,7,33,58,7,7,7,7,33,56,56,105,HORRY
1337,0,17.27747143,1795,306,785,7,28,104,7,7,28,56,7,7,7,7,28,56,56,104,HORRY
1338,0,13.32205315,3104,665,1653,7,28,104,7,7,28,56,7,7,7,7,28,56,56,107,HORRY
1339,0,144.1000051,599,301,108,6,45,122,2,2,45,122,6,2,6,1,45,122,122,122,JASPER
1340,0,80.03574276,816,272,210,6,45,122,2,2,45,122,6,2,6,1,45,122,122,122,JASPER
1341,0,148.468101,1675,399,528,6,46,120,2,2,45,122,6,2,6,1,45,122,122,122,JASPER
1342,0,77.54404576,4213,1053,503,6,45,122,2,2,45,122,6,2,6,1,45,122,122,122,JASPER
1343,0,151.6456526,943,148,426,6,45,122,2,2,45,122,6,2,6,1,45,122,122,122,JASPER
1344,0,80.40699842,3152,695,892,6,46,118,2,2,45,118,1,2,6,1,45,122,122,123,JASPER
1345,0,81.2982979,1668,370,191,6,45,122,2,2,45,122,1,2,6,1,45,122,122,122,JASPER
1346,0,376.8941137,3059,820,435,6,45,118,2,2,45,122,1,2,6,1,45,123,123,123,JASPER
1347,0,103.7778479,3071,568,650,6,46,120,2,2,45,118,1,2,6,1,45,120,120,122,JASPER
1348,0,188.652699,966,479,64,6,45,122,2,2,45,122,6,2,6,1,45,122,122,122,JASPER
1349,0,18.79531968,1593,218,447,6,45,122,2,2,45,122,6,2,6,1,45,122,122,122,JASPER
1350,0,26.18126874,1993,407,302,6,45,122,2,2,45,122,6,2,6,1,45,122,122,122,JASPER
1351,0,82.79543238,1348,221,345,6,45,122,2,2,45,122,6,2,6,1,45,122,122,122,JASPER
1352,0,3.10057785,2688,994,1631,6,46,120,2,2,46,118,1,2,1,1,46,120,120,122,JASPER
1353,0,253.3900029,1007,334,195,6,45,122,2,2,45,122,6,2,6,1,45,122,122,122,JASPER
1354,0,13.58515031,1946,344,525,5,27,52,5,5,27,52,5,5,5,5,35,52,52,65,KERSHAW
1355,0,46.02992417,1231,238,400,5,27,50,5,5,27,52,5,5,5,5,35,50,50,50,KERSHAW
1356,0,180.064799,1838,353,525,5,27,65,5,5,27,80,5,5,5,5,35,65,65,65,KERSHAW
1357,0,147.549518,1767,131,601,5,27,65,5,5,27,80,5,5,5,5,27,65,65,65,KERSHAW
1358,0,10.02140816,2357,645,461,5,27,52,5,5,27,52,5,5,5,5,35,52,52,50,KERSHAW
1359,0,1.091955349,559,144,140,5,27,52,5,5,27,52,5,5,5,5,35,52,52,65,KERSHAW
1360,0,7.501354046,1103,283,430,5,27,52,5,5,27,52,5,5,5,5,35,52,52,65,KERSHAW
1361,0,1.604212355,794,273,146,5,27,52,5,5,27,52,5,5,5,5,35,52,52,65,KERSHAW
1362,0,1.686232577,534,126,166,5,27,52,5,5,27,52,5,5,5,5,35,52,52,65,KERSHAW
1363,0,146.5424198,2601,312,729,5,27,50,5,5,27,80,5,5,5,5,35,50,50,65,KERSHAW
1364,0,157.9734827,2009,603,620,5,27,52,5,5,27,52,5,5,5,5,35,50,50,50,KERSHAW
1365,0,139.3234677,3060,446,831,5,35,80,5,5,27,52,5,5,5,5,35,52,52,80,KERSHAW
1366,0,4.268609468,798,143,221,5,27,52,5,5,27,52,5,5,5,5,35,52,52,65,KERSHAW
1367,0,18.20573673,3419,723,1077,5,35,80,5,5,27,79,5,5,5,5,35,52,52,80,KERSHAW
1368,0,11.58509599,2644,526,795,5,35,52,5,5,27,52,5,5,5,5,27,52,52,52,KERSHAW
1369,0,14.75655351,1969,445,602,5,35,80,5,5,27,79,5,5,5,5,35,52,52,80,KERSHAW
1370,0,20.40994431,3154,582,852,5,35,80,5,5,27,79,5,5,5,5,27,52,52,80,KERSHAW
1371,0,25.09267232,2255,355,682,5,22,80,5,5,27,79,5,5,5,5,27,52,52,80,KERSHAW
1372,0,6.554663721,2041,467,455,5,35,80,5,5,27,79,5,5,5,5,35,52,52,80,KERSHAW
1373,0,69.0524652,592,29,235,5,27,65,5,5,27,80,5,5,5,5,27,65,65,65,KERSHAW
1374,0,3.928105301,2222,588,772,5,27,52,5,5,27,52,5,5,5,5,35,52,52,65,KERSHAW
1375,0,136.7048818,663,111,343,5,27,52,5,5,27,80,5,5,5,5,27,44,45,52,KERSHAW
1376,0,20.90154104,2070,375,582,5,27,52,5,5,27,52,5,5,5,5,27,52,52,52,KERSHAW
1377,0,17.56262258,2692,485,906,5,35,52,5,5,27,52,5,5,5,5,27,52,52,52,KERSHAW
1378,0,9.327057425,2228,373,876,5,35,52,5,5,27,52,5,5,5,5,27,52,52,52,KERSHAW
1379,0,19.27576765,1838,326,787,5,35,52,5,5,27,52,5,5,5,5,27,52,52,52,KERSHAW
1380,0,32.86650343,2169,490,563,5,27,52,5,5,27,52,5,5,5,5,35,50,50,65,KERSHAW
1381,0,94.37920754,2641,410,1202,5,27,52,5,5,27,52,5,5,5,5,27,44,45,52,KERSHAW
1382,0,11.31652074,1376,454,85,5,27,52,5,5,27,52,5,5,5,5,35,52,52,50,KERSHAW
1383,0,73.0903754,2096,286,682,5,27,52,5,5,27,52,5,5,5,5,27,52,52,52,KERSHAW
1384,0,161.7027356,1149,310,424,5,27,52,5,5,27,52,5,5,5,5,27,44,45,52,KERSHAW
1385,0,63.27402451,2434,745,726,5,27,52,5,5,27,52,5,5,5,5,27,52,52,65,KERSHAW
1386,0,216.8919578,2552,308,871,5,27,52,5,5,27,80,5,5,5,5,27,65,65,65,KERSHAW
1387,0,33.1444821,2602,468,782,5,27,52,5,5,27,52,5,5,5,5,35,50,50,50,KERSHAW
1388,0,20.16871312,1256,162,486,5,16,65,5,5,16,44,5,5,5,5,27,53,53,53,LANCASTER
1389,0,22.31599601,5711,1183,1677,5,16,45,5,5,16,26,5,5,5,5,16,45,44,45,LANCASTER
1390,0,23.5063707,1242,112,514,5,16,44,5,5,16,44,5,5,5,5,27,53,53,53,LANCASTER
1391,0,162.153159,790,129,275,5,27,44,5,5,17,80,5,5,5,5,27,44,45,52,LANCASTER
1392,0,3.725268405,2160,644,138,5,16,44,5,5,17,80,5,5,5,5,27,44,45,44,LANCASTER
1393,0,7.136228495,1738,344,684,5,16,45,5,5,17,80,5,5,5,5,27,44,45,53,LANCASTER
1394,0,99.26330487,2896,656,890,5,16,44,5,5,17,80,5,5,5,5,27,44,45,52,LANCASTER
1395,0,52.23929817,3035,264,1140,5,16,44,5,5,16,44,5,5,5,5,27,53,53,53,LANCASTER
1396,0,23.95762193,2238,431,741,5,16,44,5,5,17,80,5,5,5,5,27,44,45,52,LANCASTER
1397,0,23.00561968,3126,545,566,5,16,44,5,5,17,44,5,5,5,5,27,44,45,44,LANCASTER
1398,0,28.69952046,1601,463,877,5,16,45,5,5,16,44,5,5,5,5,16,45,44,45,LANCASTER
1399,0,13.1224612,4299,659,483,5,16,44,5,5,17,80,5,5,5,5,27,44,45,52,LANCASTER
1400,0,13.48058146,5297,1201,1554,5,16,45,5,5,16,26,5,5,5,5,16,45,44,45,LANCASTER
1401,0,105.5370578,1954,318,564,5,27,44,5,5,16,80,5,5,5,5,27,44,45,52,LANCASTER
1402,0,21.76585037,2818,483,768,5,16,44,5,5,17,44,5,5,5,5,27,53,53,53,LANCASTER
1403,0,32.90196092,1550,310,539,5,16,45,5,5,16,44,5,5,5,5,27,44,45,53,LANCASTER
1404,0,40.14653834,2756,398,669,5,27,44,5,5,16,80,5,5,5,5,27,65,65,52,LANCASTER
1405,0,74.79923925,2024,207,852,5,27,44,5,5,16,80,5,5,5,5,27,65,65,52,LANCASTER
1406,0,3.436342622,2503,866,1282,5,16,45,5,5,16,44,5,5,5,5,16,45,44,45,LANCASTER
1407,0,15.99774255,2899,734,415,5,16,44,5,5,17,80,5,5,5,5,27,44,45,53,LANCASTER
1408,0,2.859865491,1531,335,257,5,16,45,5,5,17,80,5,5,5,5,27,44,45,44,LANCASTER
1409,0,13.80928117,3857,678,1004,5,16,44,5,5,17,80,5,5,5,5,27,44,45,52,LANCASTER
1410,0,155.2799635,2459,78,448,5,27,65,5,5,16,44,5,5,5,5,27,65,65,53,LANCASTER
1411,0,32.07252976,6426,1621,2073,5,16,45,5,5,16,44,5,5,5,5,17,45,44,45,LANCASTER
1412,0,56.71755062,1904,343,674,5,27,44,5,5,16,80,5,5,5,5,27,44,45,52,LANCASTER
1413,0,7.363250542,4742,1247,1287,5,16,45,5,5,16,26,5,5,5,5,16,45,44,45,LANCASTER
1414,0,8.295431632,4291,1000,1320,5,16,45,5,5,16,26,5,5,5,5,16,45,44,45,LANCASTER
1415,0,94.71311475,1729,140,708,5,16,65,5,5,16,44,5,5,5,5,27,65,65,53,LANCASTER
1416,0,8.005861326,3523,802,1279,5,16,45,5,5,16,26,5,5,5,5,16,45,44,45,LANCASTER
1417,0,42.63774817,1176,331,325,5,16,45,5,5,17,44,5,5,5,5,27,44,45,44,LANCASTER
1418,0,6.555968436,2722,633,832,5,16,45,5,5,16,44,5,5,5,5,16,45,44,45,LANCASTER
1419,0,91.35048584,1814,172,738,5,16,53,5,5,16,44,5,5,5,5,27,53,53,53,LANCASTER
1420,0,3.602258783,2853,1090,1512,5,16,45,5,5,16,44,5,5,5,5,16,45,44,45,LANCASTER
1421,0,53.69208394,2033,254,737,5,16,44,5,5,16,44,5,5,5,5,27,53,53,53,LANCASTER
1422,0,4.370364384,1761,312,627,5,16,45,5,5,17,80,5,5,5,5,27,44,45,44,LANCASTER
1423,0,68.88364497,1302,244,481,5,16,45,5,5,16,44,5,5,5,5,17,44,45,44,LANCASTER
1424,0,51.21277262,1703,272,486,3,9,14,3,3,9,14,3,3,3,2,9,14,14,14,LAURENS
1425,0,48.63489621,1644,242,485,3,9,16,3,3,9,16,3,3,3,3,9,14,14,14,LAURENS
1426,0,70.46075371,1123,57,483,3,9,14,3,3,9,11,3,3,3,3,9,11,11,14,LAURENS
1427,0,164.8426224,2550,423,540,3,9,42,3,3,9,14,3,3,3,2,9,42,42,42,LAURENS
1428,0,5.644049283,2759,450,532,3,9,42,3,3,9,14,3,3,3,2,9,42,42,42,LAURENS
1429,0,37.62892406,2348,308,816,3,9,42,3,3,9,14,3,3,3,2,9,14,14,14,LAURENS
1430,0,10.86603491,2311,583,256,3,9,16,3,3,9,14,3,3,3,2,9,14,14,14,LAURENS
1431,0,53.72121021,4556,692,1129,3,9,16,3,3,9,16,3,3,3,3,9,16,16,16,LAURENS
1432,0,145.9041478,2286,458,835,3,9,14,3,3,9,14,3,3,3,2,9,14,14,13,LAURENS
1433,0,69.66504732,919,92,382,3,9,14,3,3,9,11,3,3,3,2,9,14,14,14,LAURENS
1434,0,55.16728484,2098,353,584,3,9,16,3,3,9,16,3,3,3,3,9,14,14,14,LAURENS
1435,0,47.58944677,2496,249,1011,3,9,14,3,3,9,16,3,3,3,3,9,14,14,14,LAURENS
1436,0,92.29561918,3523,306,1478,3,9,14,3,3,9,16,3,3,3,3,9,14,14,14,LAURENS
1437,0,177.5743431,3039,298,903,3,9,42,3,3,9,14,3,3,3,2,9,42,42,14,LAURENS
1438,0,27.36378233,2938,466,717,3,9,16,3,3,9,16,3,3,3,3,9,16,16,16,LAURENS
1439,0,2.646715647,1037,302,140,3,9,14,3,3,9,14,3,3,3,2,9,14,14,14,LAURENS
1440,0,2.994772682,964,253,53,3,9,16,3,3,9,14,3,3,3,2,9,14,14,14,LAURENS
1441,0,4.276817299,2155,308,244,3,9,14,3,3,9,14,3,3,3,2,9,14,14,14,LAURENS
1442,0,4.164064159,1308,431,108,3,9,14,3,3,9,14,3,3,3,2,9,14,14,14,LAURENS
1443,0,4.377131123,2349,463,696,3,9,14,3,3,9,14,3,3,3,2,9,14,14,14,LAURENS
1444,0,5.98274115,1848,327,660,3,9,14,3,3,9,14,3,3,3,2,9,14,14,14,LAURENS
1445,0,128.4696226,1850,202,752,3,9,16,3,3,9,14,3,3,3,3,9,14,14,42,LAURENS
1446,0,19.31546323,2086,526,300,3,9,16,3,3,9,14,3,3,3,2,9,14,14,14,LAURENS
1447,0,65.25505143,1899,268,624,3,9,14,3,3,9,11,3,3,3,2,9,14,14,14,LAURENS
1448,0,46.66968935,1078,98,446,3,9,14,3,3,9,11,3,3,3,3,9,11,11,14,LAURENS
1449,0,59.71883796,1830,97,754,3,9,14,3,3,9,11,3,3,3,2,9,13,13,13,LAURENS
1450,0,105.262078,970,179,287,3,9,14,3,3,9,14,3,3,3,2,9,14,14,14,LAURENS
1451,0,109.7989663,1492,244,452,3,9,16,3,3,9,16,3,3,3,3,9,14,14,16,LAURENS
1452,0,34.76387346,1293,172,398,3,9,16,3,3,9,16,3,3,3,3,9,16,16,16,LAURENS
1453,0,55.41205156,1922,416,673,3,9,14,3,3,9,11,3,3,3,2,9,14,14,14,LAURENS
1454,0,71.94613783,2259,419,867,3,9,14,3,3,9,11,3,3,3,2,9,14,14,13,LAURENS
1455,0,30.88447702,2870,317,628,3,9,16,3,3,9,14,3,3,3,3,9,14,14,14,LAURENS
1456,0,61.87903507,2036,190,718,3,9,16,3,3,9,16,3,3,3,3,9,16,16,16,LAURENS
1457,0,67.05800715,695,87,267,5,35,50,5,5,29,51,5,6,5,5,35,50,50,50,LEE
1458,0,60.73550988,896,145,314,5,35,50,5,5,29,51,5,6,5,5,35,50,50,50,LEE
1459,0,18.63921429,2118,423,78,5,29,50,5,5,29,51,5,6,5,5,29,50,50,50,LEE
1460,0,18.57767987,970,435,81,5,29,50,5,5,29,51,5,6,5,5,29,50,50,50,LEE
1461,0,17.51277078,958,335,258,5,35,50,5,5,29,51,5,6,5,5,29,50,50,50,LEE
1462,0,29.56194573,1595,554,140,5,29,50,5,5,29,51,5,6,5,5,29,50,50,50,LEE
1463,0,27.76455635,373,93,140,5,35,50,5,5,29,51,5,6,5,5,35,50,50,50,LEE
1464,0,77.41052999,781,255,131,5,29,50,5,5,29,51,5,6,5,5,29,50,50,50,LEE
1465,0,32.84976688,526,305,37,5,29,50,5,5,29,51,5,6,5,5,29,50,50,50,LEE
1466,0,28.43478688,478,135,125,5,35,50,5,5,29,51,5,6,5,5,35,50,50,50,LEE
1467,0,52.8655077,986,212,268,5,35,50,5,5,29,51,5,6,5,5,35,50,50,50,LEE
1468,0,74.30935139,758,395,71,5,29,50,5,5,29,51,5,6,5,5,29,50,50,50,LEE
1469,0,34.98162339,943,345,112,5,29,50,5,5,29,51,5,6,5,5,29,50,50,50,LEE
1470,0,47.55261748,256,141,32,5,29,50,5,5,29,51,5,6,5,5,29,50,50,50,LEE
1471,0,28.43472241,401,128,137,5,35,50,5,5,29,51,5,6,5,5,35,50,50,50,LEE
1472,0,82.32190015,628,170,185,5,35,50,5,5,29,51,5,6,5,5,35,50,50,50,LEE
1473,0,99.08011946,458,202,62,5,29,50,5,5,29,51,5,6,5,5,29,50,50,50,LEE
1474,0,61.7174964,794,365,127,5,35,50,5,5,29,51,5,6,5,5,35,50,50,50,LEE
1475,0,122.5432089,1164,481,193,5,29,50,5,5,29,51,5,6,5,5,29,50,50,50,LEE
1476,0,22.66105564,235,47,86,5,35,50,5,5,29,51,5,6,5,5,35,50,50,50,LEE
1477,0,34.0292643,221,48,63,5,35,50,5,5,29,51,5,6,5,5,35,50,50,50,LEE
1478,0,26.04609832,297,125,32,5,35,50,5,5,29,51,5,6,5,5,35,50,50,50,LEE
1479,0,24.6480532,3919,630,2231,2,18,85,2,2,18,42,2,2,2,2,18,85,85,85,LEXINGTON
1480,0,8.55991264,1987,285,809,2,25,87,2,2,23,69,2,2,2,2,23,87,87,87,LEXINGTON
1481,0,10.18717118,5274,924,1847,2,25,87,2,2,23,69,2,2,2,2,23,87,87,87,LEXINGTON
1482,0,12.1999742,3002,708,555,2,23,39,2,2,10,39,2,2,2,2,25,39,39,39,LEXINGTON
1483,0,42.97293736,3318,389,1869,2,18,87,2,2,18,40,2,2,2,2,10,87,87,39,LEXINGTON
1484,0,35.49723739,3727,464,1277,2,23,87,2,2,25,39,2,2,2,2,23,39,39,96,LEXINGTON
1485,0,48.87009127,2300,169,780,2,23,96,2,2,25,88,2,2,2,2,23,96,96,96,LEXINGTON
1486,0,5.947684284,2120,584,662,2,18,85,2,2,18,85,2,2,2,2,18,85,85,85,LEXINGTON
1487,0,6.013139364,3348,524,970,2,23,96,2,2,23,88,2,2,2,2,23,96,96,96,LEXINGTON
1488,0,3.91864693,2176,616,451,2,26,89,2,2,20,93,2,2,2,2,26,89,89,89,LEXINGTON
1489,0,2.375261841,2866,767,417,2,26,89,2,2,20,93,2,2,2,2,26,89,89,89,LEXINGTON
1490,0,12.08265037,2839,437,545,2,26,89,2,2,20,93,2,2,2,2,26,89,89,72,LEXINGTON
1491,0,1.212930782,1041,263,308,2,26,89,2,2,20,93,2,2,2,2,26,89,89,89,LEXINGTON
1492,0,6.314872583,2743,588,837,2,23,88,2,2,23,69,2,2,2,2,23,88,88,88,LEXINGTON
1493,0,44.57022475,5361,1637,504,2,26,93,2,2,40,93,2,2,2,2,26,93,93,93,LEXINGTON
1494,0,3.165671793,2449,727,425,2,20,85,2,2,18,87,2,2,2,2,26,85,85,85,LEXINGTON
1495,0,41.21908239,4743,700,1625,2,18,85,2,2,18,85,2,2,2,2,18,85,85,71,LEXINGTON
1496,0,2.95087245,2431,671,869,2,20,85,2,2,18,87,2,2,2,2,18,85,85,85,LEXINGTON
1497,0,12.81485051,3187,316,886,2,23,88,2,2,40,88,2,2,2,2,23,88,88,88,LEXINGTON
1498,0,8.298107707,1720,309,567,2,23,88,2,2,23,89,2,2,2,2,23,88,88,88,LEXINGTON
1499,0,4.286326782,2172,380,710,2,23,69,2,2,23,87,2,2,2,2,23,69,69,69,LEXINGTON
1500,0,28.73858724,2160,216,1157,2,18,85,2,2,18,42,2,2,2,2,18,40,40,40,LEXINGTON
1501,0,26.60371901,3304,477,1539,2,18,85,2,2,18,85,2,2,2,2,18,85,85,85,LEXINGTON
1502,0,8.776029289,3352,707,1014,2,26,89,2,2,20,93,2,2,2,2,26,89,89,89,LEXINGTON
1503,0,33.27992644,2575,296,603,2,23,88,2,2,23,88,2,2,2,2,23,88,88,96,LEXINGTON
1504,0,36.98897344,3266,245,910,2,23,96,2,2,23,88,2,2,2,2,23,96,96,96,LEXINGTON
1505,0,10.404868,3261,465,1062,2,23,88,2,2,23,89,2,2,2,2,23,88,88,88,LEXINGTON
1506,0,101.3344255,2329,222,699,2,23,39,2,2,25,86,2,2,2,2,23,86,86,86,LEXINGTON
1507,0,5.631701001,2732,416,636,2,18,69,2,2,23,69,2,2,2,2,23,69,69,69,LEXINGTON
1508,0,3.191523247,2190,684,438,2,20,69,2,2,18,87,2,2,2,2,26,69,69,69,LEXINGTON
1509,0,35.83630751,2574,199,687,2,23,93,2,2,40,93,2,2,2,2,23,93,93,93,LEXINGTON
1510,0,32.01778621,3512,332,679,2,23,96,2,2,40,93,2,2,2,2,23,96,96,93,LEXINGTON
1511,0,47.80303218,3311,285,1309,2,25,39,2,2,25,39,2,2,2,2,25,39,39,39,LEXINGTON
