PSN,unshared,area,pop,voteA,voteB,Cong2011,Sen2011,House2011,CongLWV,CongRuoff,SenLWV,HouseLWV,CongDraft,CongDrft2H,CongDrft3H,CongDrft2S,SenDraft,HouseDraft,HouseDrft2,HouseNAACP,county
755,0,61.61868229,1907,443,532,7,36,60,5,5,29,65,7,7,7,5,29,62,62,61,DARLINGTON
756,0,75.04334764,1081,408,203,7,29,60,5,5,29,65,7,7,7,5,29,62,62,61,DARLINGTON
757,0,57.6807272,1978,452,676,7,29,60,5,5,29,65,7,7,7,5,29,62,62,61,DARLINGTON
758,0,34.72697125,933,326,166,7,29,62,5,5,29,65,7,7,7,5,29,65,65,62,DARLINGTON
759,0,203.7977011,2306,679,572,7,29,55,5,5,29,59,7,7,7,5,29,54,54,55,DARLINGTON
760,0,34.74104574,1544,133,626,7,29,65,5,5,29,65,7,7,7,5,29,65,65,65,DARLINGTON
761,0,67.71938929,1364,271,474,7,36,60,5,5,29,65,7,7,7,5,29,62,62,61,DARLINGTON
762,0,36.12236785,2938,780,633,7,31,59,5,5,29,54,7,7,7,5,30,62,62,62,DARLINGTON
763,0,116.8479724,861,357,185,7,29,54,5,5,29,54,7,7,7,5,29,54,54,62,DARLINGTON
764,0,65.04955144,1499,236,420,7,29,62,5,5,29,65,7,7,7,5,29,62,62,62,DARLINGTON
765,0,45.59301152,373,73,126,7,28,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
766,0,64.3539435,575,114,75,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
767,0,8.991615702,2713,375,1222,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
768,0,41.61881817,888,96,353,7,28,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
769,0,51.88931628,706,68,212,7,28,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
770,0,32.69902614,1457,255,370,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
771,0,33.00299118,793,181,200,7,28,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
772,0,98.04181534,1731,367,514,7,28,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
773,0,57.71030844,3774,969,875,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
774,0,51.80249455,950,328,159,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
775,0,20.84459416,526,115,148,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
776,0,52.42654534,292,82,61,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
777,0,52.27442562,3287,886,456,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
778,0,107.9454651,513,94,177,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
779,0,147.1055906,1629,217,434,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
780,0,39.01775115,1435,417,249,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
781,0,74.63365851,686,96,196,7,28,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
782,0,10.48532009,2429,894,197,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
783,0,63.22143918,3535,1034,270,7,30,55,7,7,30,55,7,7,7,5,30,55,55,55,DILLON
784,0,1.192605581,1733,427,378,1,41,109,1,1,38,109,6,1,6,7,42,109,109,109,DORCHESTER
785,0,1.907342765,2115,571,530,1,41,109,1,1,38,109,6,1,6,7,41,109,109,109,DORCHESTER
786,0,1.811696262,2166,375,314,1,38,98,1,1,38,94,1,1,1,7,38,98,98,94,DORCHESTER
787,0,1.207285024,1045,187,531,1,38,98,1,1,38,98,1,1,1,7,38,98,98,94,DORCHESTER
788,0,1.771662537,924,141,240,1,41,114,1,1,38,98,1,1,1,7,38,98,98,94,DORCHESTER
789,0,1.644575787,1538,283,585,1,41,114,1,1,38,98,1,1,1,7,38,98,98,94,DORCHESTER
790,0,3.581464973,3361,869,818,1,41,98,1,1,38,98,1,1,1,7,41,109,109,109,DORCHESTER
791,0,14.60978544,3470,788,1091,1,38,114,1,1,38,97,1,1,1,7,38,114,114,97,DORCHESTER
792,0,3.430484083,1332,268,318,1,38,94,1,1,38,97,1,1,1,7,38,114,114,97,DORCHESTER
793,0,4.129976012,1657,357,736,1,38,114,1,1,39,97,1,1,1,7,38,114,114,116,DORCHESTER
794,0,20.14146872,2209,463,855,1,38,114,1,1,39,97,1,1,1,7,38,114,114,116,DORCHESTER
795,0,0.591162306,993,217,305,1,38,98,1,1,38,98,1,1,1,7,38,98,98,94,DORCHESTER
796,0,1.44978929,1956,435,473,1,38,98,1,1,38,98,1,1,1,7,38,98,98,94,DORCHESTER
797,0,0.992509992,2153,387,428,1,38,98,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
798,0,1.163612307,1522,298,379,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
799,0,0.68259312,1008,188,328,1,38,98,1,1,38,98,1,1,1,7,38,98,98,94,DORCHESTER
800,0,6.0908469,2971,647,1023,1,38,97,1,1,44,97,1,1,1,7,38,97,97,97,DORCHESTER
801,0,4.109423804,2965,756,561,1,44,113,1,1,44,117,1,1,1,7,38,117,102,113,DORCHESTER
802,0,1.953719153,2206,395,679,1,38,94,1,1,44,97,1,1,1,7,38,94,94,97,DORCHESTER
803,0,1.454181244,2486,460,610,1,38,94,1,1,44,94,1,1,1,7,38,94,94,97,DORCHESTER
804,0,3.16984865,2367,416,1031,1,38,97,1,1,44,97,1,1,1,7,38,97,97,97,DORCHESTER
805,0,6.577930713,4253,699,1067,1,38,97,1,1,39,97,1,1,1,7,38,97,97,97,DORCHESTER
806,0,13.67966767,2849,447,557,1,38,97,1,1,39,97,1,1,1,7,38,102,102,97,DORCHESTER
807,0,0.855290979,2082,531,285,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
808,0,1.353824204,2266,515,625,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
809,0,2.467396825,1179,247,262,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
810,0,3.998035939,4919,1063,1120,1,38,98,1,1,38,98,1,1,1,7,41,98,98,98,DORCHESTER
811,0,2.375454098,3371,909,739,1,38,98,1,1,38,98,1,1,1,7,41,98,98,98,DORCHESTER
812,0,2.547058179,2322,457,584,1,38,98,1,1,38,98,1,1,1,7,41,98,98,98,DORCHESTER
813,0,26.250892,4762,911,1159,1,38,97,1,1,39,97,1,1,1,7,38,97,97,66,DORCHESTER
814,0,3.209801898,1273,221,405,1,38,97,1,1,39,97,1,1,1,7,38,97,97,97,DORCHESTER
815,0,114.237981,1091,384,210,6,39,97,1,1,39,90,1,1,1,7,41,97,97,116,DORCHESTER
816,0,2.403557811,1644,362,454,1,44,94,1,1,44,94,1,1,1,7,38,94,94,94,DORCHESTER
817,0,1.884706665,1166,292,583,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
818,0,11.60542749,3521,667,1266,1,38,97,1,1,44,97,1,1,1,7,38,97,97,97,DORCHESTER
819,0,3.726436271,2389,425,544,1,38,97,1,1,44,97,1,1,1,7,38,114,114,97,DORCHESTER
820,0,4.126396399,2321,466,553,1,38,97,1,1,44,97,1,1,1,7,38,114,114,97,DORCHESTER
821,0,110.0332672,1452,353,444,6,39,102,1,1,39,102,6,6,6,7,39,95,102,66,DORCHESTER
822,0,1.823487555,2026,401,613,1,44,94,1,1,44,94,1,1,1,7,38,94,94,94,DORCHESTER
823,0,86.30095779,1419,258,501,6,39,97,1,1,39,90,1,1,1,7,41,97,97,116,DORCHESTER
824,0,54.06291732,1679,367,522,6,38,97,1,1,39,90,1,1,1,7,41,97,97,66,DORCHESTER
825,0,1.936128994,1875,431,418,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
826,0,3.116277136,2208,378,397,1,38,94,1,1,38,94,1,1,1,7,38,94,94,97,DORCHESTER
827,0,94.10322442,1184,303,320,6,39,97,1,1,39,90,6,6,6,7,39,95,95,66,DORCHESTER
828,0,50.11987558,1016,175,287,6,39,102,1,1,39,90,6,6,6,7,39,95,102,66,DORCHESTER
829,0,39.54199169,794,303,143,6,39,97,1,1,39,90,6,6,6,7,39,95,95,66,DORCHESTER
830,0,48.28192095,1186,372,276,6,39,97,1,1,39,90,6,6,6,7,39,95,95,66,DORCHESTER
831,0,0.902848471,881,163,349,1,38,98,1,1,38,94,1,1,1,7,38,94,98,94,DORCHESTER
832,0,0.435805932,836,141,144,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
833,0,0.703362616,880,153,311,1,38,98,1,1,38,94,1,1,1,7,38,94,98,94,DORCHESTER
834,0,2.645382717,2190,608,654,1,41,98,1,1,38,98,1,1,1,7,41,109,98,98,DORCHESTER
835,0,4.494024252,2819,673,784,1,41,98,1,1,38,98,1,1,1,7,41,114,114,98,DORCHESTER
836,0,10.53232331,2214,337,604,1,38,97,1,1,44,97,1,1,1,7,38,114,114,97,DORCHESTER
837,0,2.689975112,3780,647,306,1,38,109,1,1,38,109,6,1,6,7,41,109,109,109,DORCHESTER
838,0,3.397911014,2931,658,835,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
839,0,1.239365193,1417,309,597,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
840,0,1.294363829,961,180,366,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
841,0,1.244207591,620,142,200,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
842,0,1.889867341,1964,669,313,1,44,113,1,1,44,117,1,1,1,7,38,102,102,113,DORCHESTER
843,0,4.775183619,6235,1367,1040,1,38,98,1,1,38,98,1,1,1,7,41,98,98,98,DORCHESTER
844,0,1.346460569,2002,441,463,1,38,98,1,1,38,98,1,1,1,7,41,98,98,98,DORCHESTER
845,0,4.270626292,3087,774,232,1,42,109,1,1,38,109,6,1,6,7,42,109,109,109,DORCHESTER
846,0,125.7204751,1344,352,392,6,39,97,1,1,39,90,6,6,6,7,39,95,95,66,DORCHESTER
847,0,49.04691053,1268,253,346,6,39,97,1,1,39,90,1,6,6,7,41,95,102,66,DORCHESTER
848,0,25.01748205,2001,267,213,6,39,102,1,1,39,97,1,6,6,7,41,97,102,66,DORCHESTER
849,0,123.8105693,1717,480,499,6,39,102,1,1,39,102,6,6,6,7,39,95,95,66,DORCHESTER
850,0,131.9677938,1375,290,456,6,39,97,1,1,39,90,6,6,6,7,39,95,95,66,DORCHESTER
851,0,128.2418693,793,106,302,1,41,114,1,1,38,97,1,1,1,7,41,114,114,98,DORCHESTER
852,0,2.939628602,2109,401,716,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
853,0,1.431982248,1788,343,684,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
854,0,65.78704666,1711,444,397,6,39,97,1,1,39,90,6,6,6,7,39,95,95,66,DORCHESTER
855,0,4.524618365,1053,234,294,6,39,97,1,1,39,90,6,6,6,7,39,95,95,66,DORCHESTER
856,0,1.716522936,1429,282,491,1,38,94,1,1,38,94,1,1,1,7,38,94,94,94,DORCHESTER
857,0,0.911391432,1339,218,289,1,38,98,1,1,38,98,1,1,1,7,38,98,98,98,DORCHESTER
858,0,1.500484837,2264,535,401,1,38,98,1,1,38,98,1,1,1,7,41,98,98,98,DORCHESTER
859,0,1.054312815,2136,449,309,1,38,98,1,1,38,98,1,1,1,7,38,98,98,98,DORCHESTER
860,0,1.663369157,2522,426,317,1,38,98,1,1,38,98,1,1,1,7,38,98,98,94,DORCHESTER
861,0,0.845770642,1344,211,402,1,38,94,1,1,44,94,1,1,1,7,38,94,94,97,DORCHESTER
862,0,1.830202419,1657,332,355,1,38,94,1,1,44,94,1,1,1,7,38,94,94,97,DORCHESTER
863,0,1.293982474,1405,409,304,1,38,98,1,1,38,109,1,1,1,7,42,98,109,98,DORCHESTER
864,0,0.486433219,1044,369,172,1,38,109,1,1,38,109,1,1,1,7,42,98,109,109,DORCHESTER
865,0,174.9800418,711,275,169,3,25,82,3,3,25,82,3,3,3,2,25,82,82,82,EDGEFIELD
866,0,46.77570186,1211,276,448,3,25,82,2,2,25,82,3,3,3,2,25,82,82,82,EDGEFIELD
867,0,112.9772471,4157,671,630,3,25,82,2,2,25,82,3,3,3,2,25,82,82,82,EDGEFIELD
868,0,99.13084767,1323,180,500,3,25,82,2,2,25,82,3,3,3,2,25,82,82,82,EDGEFIELD
869,0,68.72160991,1815,569,364,3,25,82,3,3,25,82,3,3,3,2,25,82,82,82,EDGEFIELD
870,0,41.6465218,1603,492,402,3,25,82,3,3,25,82,3,3,3,2,25,82,82,82,EDGEFIELD
871,0,89.15232548,3369,449,1682,3,25,83,2,2,25,83,3,3,3,2,25,83,83,83,EDGEFIELD
872,0,98.2194843,4776,583,1920,3,25,83,2,2,25,83,3,3,3,2,25,83,83,83,EDGEFIELD
873,0,190.1015566,547,198,157,3,25,82,3,3,25,82,3,3,3,2,25,82,82,82,EDGEFIELD
874,0,100.7682413,2025,417,438,3,25,82,2,2,25,82,3,3,3,2,25,82,82,82,EDGEFIELD
875,0,45.84348546,2789,934,564,3,25,82,2,2,25,82,3,3,3,2,25,82,82,82,EDGEFIELD
876,0,244.8152641,1331,60,712,3,25,82,3,3,25,82,3,3,3,2,25,83,83,82,EDGEFIELD
877,0,22.32563981,99,47,12,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
878,0,97.00758594,477,264,54,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
879,0,27.93355176,421,70,144,5,17,41,6,6,22,41,5,5,5,5,17,41,41,41,FAIRFIELD
880,0,174.849731,1571,317,820,5,17,41,6,6,22,41,5,5,5,5,17,41,41,41,FAIRFIELD
881,0,147.1027142,345,170,62,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
882,0,47.10436271,91,22,27,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
883,0,106.2336393,2237,930,506,5,17,41,6,6,22,41,5,5,5,5,17,41,41,41,FAIRFIELD
884,0,91.05764808,1114,450,232,5,17,41,6,6,22,41,5,5,5,5,17,41,41,41,FAIRFIELD
885,0,57.84602453,432,227,45,5,17,41,6,6,22,41,5,5,5,5,17,41,41,41,FAIRFIELD
886,0,118.2880541,726,344,88,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
887,0,84.08306025,868,305,271,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
888,0,103.4931619,1114,275,291,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
889,0,116.8711686,734,314,115,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
890,0,74.85582175,83,20,33,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
891,0,178.451325,2890,1133,556,5,17,41,6,6,22,41,5,5,5,5,17,41,41,41,FAIRFIELD
892,0,96.32865679,1140,391,329,5,17,41,6,6,22,41,5,5,5,5,17,41,41,41,FAIRFIELD
893,0,24.04812052,924,437,79,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
894,0,93.66995848,303,146,46,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
895,0,3.617472145,1761,265,221,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
896,0,4.425563887,2063,785,231,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
897,0,68.117947,1368,459,364,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
898,0,100.8733408,187,75,22,5,17,41,6,6,17,41,5,5,5,5,17,41,41,41,FAIRFIELD
899,0,43.05134121,1101,139,217,7,31,59,7,7,31,59,7,7,7,5,30,59,59,59,FLORENCE
900,0,13.73806989,1150,361,99,7,30,59,7,7,31,63,7,7,7,5,30,59,59,62,FLORENCE
901,0,70.34508138,1142,271,299,7,36,60,7,7,31,60,7,7,7,5,31,62,62,61,FLORENCE
902,0,93.6724757,2856,576,1017,7,31,61,7,7,30,59,7,7,7,5,31,59,59,59,FLORENCE
903,0,6.330517719,3889,999,1053,7,31,59,7,7,31,59,7,7,7,5,31,59,59,59,FLORENCE
904,0,56.36566521,1447,187,414,7,31,60,7,7,31,101,7,7,7,5,31,60,60,60,FLORENCE
905,0,62.4323219,1730,157,487,7,31,60,7,7,31,60,7,7,7,5,31,60,60,61,FLORENCE
906,0,3.519020919,4361,877,663,7,31,63,7,7,31,63,7,7,7,5,31,63,63,63,FLORENCE
907,0,4.334049091,2328,441,1063,7,31,60,7,7,31,63,7,7,7,5,31,63,63,63,FLORENCE
908,0,7.122965156,4992,982,1814,7,31,63,7,7,31,63,7,7,7,5,31,63,63,63,FLORENCE
909,0,14.12317566,3944,994,1155,7,31,60,7,7,31,60,7,7,7,5,31,60,60,63,FLORENCE
910,0,8.55823952,1995,346,741,7,31,63,7,7,31,63,7,7,7,5,31,60,60,63,FLORENCE
911,0,23.15366341,1595,147,453,7,31,60,7,7,31,59,7,7,7,5,31,60,60,60,FLORENCE
912,0,84.47316723,2575,361,873,7,31,60,7,7,31,60,7,7,7,5,31,60,60,61,FLORENCE
913,0,42.01595031,1484,232,548,7,31,60,7,7,31,101,7,7,7,5,31,60,60,60,FLORENCE
914,0,6.019451327,1595,788,23,7,30,59,7,7,31,59,7,7,7,5,30,59,59,59,FLORENCE
915,0,2.37536423,1078,394,11,7,30,59,7,7,31,63,7,7,7,5,30,59,59,62,FLORENCE
916,0,1.120730671,1428,302,319,7,31,63,7,7,31,63,7,7,7,5,31,63,63,59,FLORENCE
917,0,3.938396752,3662,661,1201,7,31,63,7,7,31,63,7,7,7,5,31,63,63,63,FLORENCE
918,0,3.035589034,3103,632,1006,7,31,63,7,7,31,63,7,7,7,5,31,63,63,63,FLORENCE
919,0,3.053581784,964,232,50,7,30,59,7,7,31,59,7,7,7,5,31,59,59,59,FLORENCE
920,0,2.838642459,1930,668,42,7,30,59,7,7,31,59,7,7,7,5,30,59,59,59,FLORENCE
921,0,3.647329848,1954,780,9,7,30,59,7,7,31,63,7,7,7,5,30,59,59,62,FLORENCE
922,0,1.528423923,1125,259,205,7,31,63,7,7,31,63,7,7,7,5,31,63,63,59,FLORENCE
923,0,2.327695974,1864,464,184,7,31,59,7,7,31,63,7,7,7,5,30,59,59,59,FLORENCE
924,0,1.102909012,1161,201,361,7,31,63,7,7,31,63,7,7,7,5,31,63,63,63,FLORENCE
925,0,3.836301719,2826,539,862,7,31,63,7,7,31,63,7,7,7,5,31,63,63,63,FLORENCE
926,0,3.924068589,2411,429,1068,7,31,63,7,7,31,63,7,7,7,5,31,63,63,63,FLORENCE
927,0,1.643211683,2034,1017,22,7,30,59,7,7,31,59,7,7,7,5,30,59,59,59,FLORENCE
928,0,80.42577415,766,63,320,7,31,61,7,7,31,101,7,7,7,5,31,60,60,60,FLORENCE
929,0,27.79291524,3555,1037,162,7,30,59,7,7,30,59,7,7,7,5,30,59,59,59,FLORENCE
930,0,15.70213249,3368,859,752,7,31,59,7,7,31,59,7,7,7,5,31,59,59,59,FLORENCE
931,0,73.07861107,1007,59,419,7,31,61,7,7,31,101,7,7,7,5,31,60,60,60,FLORENCE
932,0,42.1384203,784,94,269,6,31,61,7,7,31,101,6,7,6,5,31,60,60,61,FLORENCE
933,0,66.81765871,3452,423,999,7,31,61,7,7,30,101,7,7,7,5,31,60,60,60,FLORENCE
934,0,111.8696419,1359,387,343,7,31,61,7,7,30,101,7,7,7,5,31,60,60,60,FLORENCE
935,0,22.95897599,2213,790,195,6,32,61,7,7,32,60,6,6,6,5,32,57,101,61,FLORENCE
936,0,34.58096879,1668,352,540,6,32,61,7,7,32,60,6,6,6,5,32,57,101,61,FLORENCE
937,0,17.97684808,2414,679,394,6,32,61,7,7,32,60,6,6,6,5,32,101,101,61,FLORENCE
938,0,15.86110007,2767,1118,66,6,32,61,7,7,32,60,6,6,6,5,32,101,101,61,FLORENCE
939,0,48.9858002,477,98,150,6,31,61,7,7,31,101,6,7,6,5,31,60,60,61,FLORENCE
940,0,120.9968059,5161,761,769,7,30,61,7,7,30,59,7,7,7,5,31,59,59,59,FLORENCE
941,0,94.37035658,2265,401,686,7,30,59,7,7,30,59,7,7,7,5,30,59,59,59,FLORENCE
942,0,36.20798162,1246,155,339,6,31,61,7,7,31,60,7,7,7,5,31,101,101,61,FLORENCE
943,0,58.10254251,858,286,163,7,30,61,7,7,30,101,7,7,7,5,31,59,59,60,FLORENCE
944,0,73.93459619,1602,145,605,7,31,60,7,7,31,60,7,7,7,5,31,60,60,61,FLORENCE
945,0,89.37311704,1944,401,543,6,36,61,7,7,31,60,7,7,7,5,31,60,60,61,FLORENCE
946,0,63.90486307,1558,215,574,7,31,61,7,7,31,101,7,7,7,5,31,60,60,60,FLORENCE
947,0,53.71682993,963,315,136,7,30,61,7,7,30,101,7,7,7,5,31,59,59,60,FLORENCE
948,0,37.75233757,664,10,230,7,31,61,7,7,30,101,7,7,7,5,31,60,60,60,FLORENCE
949,0,13.06175378,1316,551,171,7,30,59,7,7,31,59,7,7,7,5,30,59,59,59,FLORENCE
950,0,37.24001176,925,36,336,7,31,60,7,7,31,60,7,7,7,5,31,60,60,61,FLORENCE
951,0,35.64532722,6121,1660,1353,7,31,60,7,7,31,60,7,7,7,5,31,60,60,61,FLORENCE
952,0,30.67814196,1317,240,314,7,31,61,7,7,31,60,7,6,7,5,31,60,60,61,FLORENCE
953,0,5.18047912,4235,994,1060,7,31,63,7,7,31,59,7,7,7,5,31,63,63,59,FLORENCE
954,0,11.90390356,3023,1084,244,7,31,59,7,7,31,60,7,7,7,5,31,60,60,61,FLORENCE
955,0,5.60461803,1474,837,27,7,30,59,7,7,31,59,7,7,7,5,30,59,59,59,FLORENCE
956,0,34.33912639,2613,622,678,7,31,60,7,7,31,60,7,7,7,5,31,60,60,61,FLORENCE
957,0,20.14974019,2145,792,197,7,36,60,7,7,31,60,7,7,7,5,31,62,62,61,FLORENCE
958,0,53.17800641,2017,411,434,7,36,60,7,7,31,60,7,7,7,5,31,62,62,61,FLORENCE
959,0,42.75485711,954,89,346,7,31,61,7,7,30,101,7,7,7,5,31,60,60,60,FLORENCE
960,0,25.32277279,4948,930,1321,7,31,63,7,7,31,63,7,7,7,5,31,63,63,63,FLORENCE
961,0,7.832287182,2156,399,796,7,31,63,7,7,31,63,7,7,7,5,31,63,63,63,FLORENCE
962,0,5.212356077,2446,737,319,7,32,103,7,7,32,103,7,7,7,6,32,103,103,103,GEORGETOWN
963,0,25.97106356,1623,388,321,7,32,103,7,7,32,103,7,7,7,6,32,103,103,103,GEORGETOWN
964,0,107.4142201,1675,90,627,7,32,103,7,7,32,103,7,7,7,7,32,103,103,103,GEORGETOWN
965,0,33.72667381,2338,319,838,7,32,103,7,7,32,103,7,7,7,7,32,108,108,101,GEORGETOWN
966,0,142.6154418,2135,1057,253,7,32,103,7,7,32,103,7,7,7,7,32,103,103,103,GEORGETOWN
967,0,102.8041531,356,45,119,7,32,103,7,7,32,103,7,7,7,7,32,103,103,101,GEORGETOWN
968,0,135.3792375,1396,497,229,7,32,103,7,7,32,103,7,7,7,7,32,103,103,101,GEORGETOWN
969,0,3.114344134,1275,612,14,7,32,103,7,7,32,103,7,7,7,7,32,103,103,103,GEORGETOWN
970,0,82.15672735,1148,177,449,7,32,103,7,7,32,103,7,7,7,7,32,103,103,101,GEORGETOWN
971,0,3.597562196,1032,349,362,7,32,103,7,7,32,103,7,7,7,7,32,108,108,103,GEORGETOWN
972,0,3.761885244,2283,766,84,7,32,103,7,7,32,103,7,7,7,7,32,103,103,103,GEORGETOWN
973,0,1.350570478,658,135,244,7,32,103,7,7,32,103,7,7,7,7,32,108,108,101,GEORGETOWN
974,0,7.394493365,2691,470,683,7,32,103,7,7,32,103,7,7,7,7,32,108,108,103,GEORGETOWN
975,0,19.45110109,1604,226,629,7,32,103,7,7,32,103,7,7,7,7,32,108,108,101,GEORGETOWN
976,0,195.4283916,743,66,319,7,32,103,7,7,32,103,7,7,7,7,32,103,103,103,GEORGETOWN
977,0,7.804913286,3991,805,1891,7,34,108,7,7,34,108,7,7,7,7,34,108,108,106,GEORGETOWN
978,0,6.6055629,3000,574,1166,7,34,108,7,7,34,108,7,7,7,7,34,108,108,108,GEORGETOWN
979,0,135.9179925,1233,199,462,7,34,108,7,7,34,108,7,7,7,7,34,108,108,108,GEORGETOWN
980,0,55.62623319,1927,263,962,7,34,108,7,7,34,108,7,7,7,7,34,108,108,108,GEORGETOWN
981,0,36.79066693,531,285,29,7,32,103,7,7,32,103,7,7,7,7,32,103,103,101,GEORGETOWN
982,0,15.80413871,3539,877,1757,7,34,108,7,7,34,108,7,7,7,7,34,108,108,108,GEORGETOWN
983,0,11.56613911,4544,1277,1444,7,34,108,7,7,34,108,7,7,7,7,34,108,108,108,GEORGETOWN
984,0,68.18842781,2809,721,1357,7,34,108,7,7,34,108,7,7,7,7,34,108,108,108,GEORGETOWN
985,0,333.1397507,3231,644,1608,7,34,108,7,7,34,108,7,7,7,7,34,108,108,108,GEORGETOWN
986,0,17.38423245,3367,791,1722,7,34,108,7,7,34,108,7,7,7,7,34,108,108,108,GEORGETOWN
987,0,72.62441764,896,337,109,7,32,103,7,7,32,103,7,7,7,7,32,103,103,101,GEORGETOWN
988,0,49.84063942,962,171,223,7,32,103,7,7,32,103,7,7,7,7,32,103,103,103,GEORGETOWN
989,0,156.386726,874,351,148,7,32,103,7,7,32,103,7,7,7,7,32,103,103,101,GEORGETOWN
990,0,78.11011265,1153,239,436,7,32,103,7,7,32,103,7,7,7,6,32,103,103,101,GEORGETOWN
991,0,68.80982754,842,194,319,7,32,103,7,7,32,103,7,7,7,6,32,103,103,101,GEORGETOWN
992,0,87.52304982,1257,571,138,7,32,103,7,7,32,103,7,7,7,7,32,103,103,103,GEORGETOWN
993,0,501.0080747,1671,685,144,7,34,108,7,7,34,108,7,7,7,7,32,108,108,108,GEORGETOWN
994,0,74.38571069,2875,697,548,7,32,103,7,7,32,103,7,7,7,7,32,103,103,103,GEORGETOWN
995,0,33.311641,1299,216,487,7,32,108,7,7,32,108,7,7,7,7,32,108,108,108,GEORGETOWN
996,0,2.320578533,2882,446,262,4,7,10,4,4,7,23,4,4,4,4,7,23,23,23,GREENVILLE
997,0,16.31597152,1693,323,772,4,6,19,4,4,6,19,4,4,4,4,6,17,17,17,GREENVILLE
998,0,6.450536457,4068,844,1797,4,12,21,4,4,5,21,4,4,4,3,8,21,21,21,GREENVILLE
999,0,2.315496097,2641,419,851,4,6,20,4,4,6,20,4,4,4,4,6,20,20,20,GREENVILLE
1000,0,29.923307,2435,289,737,3,9,28,3,3,9,28,3,3,3,3,9,28,28,10,GREENVILLE
1001,0,3.566049979,2797,2106,140,4,7,25,4,4,7,25,4,4,4,3,7,25,25,25,GREENVILLE
1002,0,5.293945176,4279,803,1503,4,13,35,4,4,13,62,4,4,4,3,13,16,16,27,GREENVILLE
1003,0,3.695318388,1623,416,206,4,7,25,4,4,7,25,4,4,4,3,7,25,25,25,GREENVILLE
1004,0,3.985135833,3443,477,454,4,6,19,4,4,6,23,4,4,4,4,2,19,19,19,GREENVILLE
1005,0,2.346014941,2750,610,1077,4,8,20,4,4,6,20,4,4,4,4,6,22,22,20,GREENVILLE
1006,0,2.462714315,2739,492,767,4,6,22,4,4,6,20,4,4,4,4,6,22,22,20,GREENVILLE
1007,0,3.770206785,2014,450,923,4,8,27,4,4,8,27,4,4,4,3,8,27,27,27,GREENVILLE
